feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21
0.679254733,0.423360132,0.033128195,0.271807429,0.245120088,0.243005867,0.381025783,0.582994307,0.46418583,0.12487438,0.27082011,0.402574967,0.796269388,0.34525176,0.985057643,0.993797486,0.601862955,0.19073317,0.502390103,0.796334827,0.489047686
0.483188871,0.44352628,0.237616037,0.94460521,0.496405633,0.029171132,0.487353941,0.746574366,0.49715486,0.281674211,0.503070751,0.371209622,0.61641864,0.557825613,0.856287364,0.737660718,0.520060366,0.368165274,0.74503232,0.583723954,0.37992916
0.303832114,0.29897495,0.688643345,0.085595142,0.571003449,0.098242379,0.428906971,0.557045957,0.619644399,0.346311759,0.346669886,0.704471928,0.330547842,0.137212763,0.383073879,0.200821774,0.421081241,0.421267627,0.328211811,0.555230513,0.321765765
0.607658344,0.089732884,0.11606954,0.50158125,0.874340767,0.666455736,0.5373168,0.645246743,0.278594511,0.091743804,0.040550092,0.091517099,0.609319837,0.695057537,0.349046882,0.333390655,0.6458562,0.234439669,0.65699262,0.586958888,0.035523627
0.156151114,0.42740279,0.573519957,0.684862426,0.285750219,0.730978584,0.653414403,0.411922967,0.793080147,0.313065674,0.460915927,0.668773974,0.867710433,0.774915923,0.838845285,0.930039538,0.379235971,0.588137697,0.619214005,0.54907198,0.312283383
0.207025481,0.827578388,0.982669377,0.951211031,0.774642775,0.927914374,0.7938634,0.046948197,0.832719986,0.630843122,0.837332049,0.742596197,0.7871464,0.999160858,0.921472325,0.826083891,0.88671423,0.904316511,0.029672659,0.808472353,0.724646598
0.167667097,0.409229694,0.821668613,0.65874251,0.710246559,0.7389126,0.889261787,0.073510653,0.84384902,0.64227107,0.579960501,0.53365792,0.289234841,0.694026377,0.633600844,0.66698189,0.802442757,0.838058818,0.246832278,0.699522206,0.671151572
0.97589177,0.483944828,0.325449726,0.041703099,0.43668923,0.04706944,0.264480575,0.999911988,0.197382973,0.810190323,0.944991011,0.023887289,0.630210772,0.051125008,0.588984595,0.425139018,0.38731196,0.473351412,0.976354546,0.560637557,0.863353227
0.305969766,0.937082412,0.998523961,0.269556375,0.303153053,0.038906392,0.828633033,0.375498693,0.913842356,0.894207496,0.853418499,0.987586582,0.922342062,0.245346522,0.899242746,0.874373155,0.143511948,0.989873602,0.711696849,0.079992526,0.657690322
0.174009426,0.194037047,0.511715046,0.118333381,0.867276533,0.216449677,0.812814403,0.219168011,0.828145605,0.374482567,0.26854721,0.582046135,0.780015851,0.170621485,0.814563038,0.847580913,0.806267271,0.363203818,0.247769331,0.919506716,0.375746219
0.617490406,0.089732884,0.015465934,0.864682868,0.125522937,0.918402522,0.49341634,0.191657636,0.734968238,0.975627074,0.941968647,0.451083489,0.25616202,0.941787724,0.249182046,0.316597044,0.00012587,0.007608747,0.128076737,0.003909634,0.90732078
0.043302621,0.987803001,0.955588363,0.748401744,0.659123036,0.776238403,0.910291688,0.102037241,0.963381712,0.696062797,0.523576233,0.700877393,0.760270784,0.631797802,0.784310537,0.826083891,0.483722822,0.819551882,0.002374542,0.288338789,0.21157487
0.96775308,0.814751187,0.933099875,0.920578324,0.619589281,0.452775265,0.552920472,0.805380351,0.607358844,0.85748727,0.96979696,0.230014854,0.293370646,0.464071886,0.245452129,0.58366617,0.550914493,0.881785655,0.967972333,0.383905874,0.886235353
0.235660583,0.157240617,0.580340525,0.626916674,0.264862163,0.431964049,0.764402628,0.321021614,0.93318681,0.287237677,0.45934871,0.205082608,0.372892307,0.515319297,0.678274286,0.714036679,0.637895888,0.600204383,0.837509307,0.825794915,0.530933164
0.728408744,0.308543019,0.799007127,0.653313824,0.966082978,0.668332615,0.682224864,0.746277348,0.760084409,0.716737208,0.875115092,0.64836713,0.035446634,0.290243641,0.310514536,0.332281897,0.790504418,0.760291672,0.264316566,0.724881482,0.287957427
0.34407567,0.294376792,0.283375669,0.688758752,0.926053852,0.780036905,0.61312989,0.379568569,0.464132636,0.076596331,0.041696945,0.866030067,0.805813503,0.902473285,0.907317076,0.952244981,0.838299086,0.276944072,0.03563593,0.795546744,0.097361889
0.235660583,0.407589662,0.608426931,0.01453835,0.983167575,0.035177212,0.775609365,0.32562193,0.766023632,0.444966197,0.338836444,0.517196316,0.901474455,0.06307542,0.951657911,0.881976053,0.753324376,0.573676733,0.50231045,0.798930175,0.535173485
0.464032847,0.157240617,0.003109758,0.852782194,0.083588717,0.455504992,0.307222893,0.490764786,0.556761505,0.184708746,0.094888242,0.289552884,0.165256621,0.71068166,0.050840519,0.132301355,0.008536572,0.06582304,0.781652,0.047892532,0.208082147
0.578228891,0.592081787,0.558101884,0.440223063,0.230815945,0.395772365,0.197351963,0.755860837,0.522681416,0.760455233,0.919447913,0.300021012,0.19033024,0.213877014,0.202354872,0.32976847,0.205967869,0.436037397,0.71121309,0.199720821,0.78246474
0.126601582,0.856129872,0.643523375,0.718478801,0.799816052,0.760508193,0.719310256,0.185325145,0.659541268,0.915142937,0.941968908,0.792490787,0.898778788,0.824503719,0.93554383,0.929548109,0.935130112,0.802151035,0.418461848,0.987487683,0.798781078
0.464032847,0.113102764,0.116495351,0.579020862,0.579327905,0.631691111,0.295889399,0.550474202,0.166439323,0.436699924,0.473125528,0.148066666,0.911089658,0.635505318,0.89520285,0.880671794,0.758035543,0.141193894,0.718245126,0.769606702,0.2892953
0.101281913,0.963684907,0.898576827,0.693875666,0.564666163,0.889939593,0.792287997,0.240177355,0.854532551,0.440464881,0.301621431,0.949771124,0.302496976,0.82617026,0.286552021,0.263959114,0.301452228,0.95397291,0.206191851,0.364179248,0.202028651
0.523136577,0.859747761,0.744737612,0.944606565,0.676489906,0.85145246,0.583347277,0.717547163,0.52626485,0.231917359,0.307954364,0.631463872,0.165458539,0.879118481,0.242945084,0.318399991,0.703291516,0.81572012,0.397510777,0.793570678,0.400326989
0.323298728,0.591072557,0.773768339,0.84288704,0.598412639,0.887925549,0.515828776,0.326680878,0.777565634,0.477410521,0.430735799,0.548194625,0.553713977,0.611937898,0.645419598,0.447851691,0.395712208,0.872870078,0.094338644,0.191975688,0.003718816
0.966924507,0.422332292,0.472021043,0.138056606,0.352448861,0.439054896,0.085736305,0.666366924,0.031477628,0.73687691,0.424700931,0.114803997,0.943190549,0.019793071,0.932345467,0.949536296,0.277554702,0.233709378,0.807450225,0.359189356,0.429138622
0.103973343,0.943587278,0.928630036,0.722536466,0.420099794,0.784036196,0.928169125,0.087727889,0.951087347,0.894158077,0.920696333,0.957795533,0.246538841,0.694026377,0.417455204,0.428489116,0.244854167,0.933045774,0.127612863,0.230880938,0.899415734
0.81742915,0.577680889,0.77482751,0.911263598,0.94810664,0.054892366,0.221380077,0.423723326,0.018180851,0.161602805,0.131210455,0.075911397,0.88431571,0.290153832,0.815589195,0.860109506,0.953910052,0.403016051,0.537595785,0.984020462,0.039972086
0.095429438,0.588654182,0.758521228,0.000961373,0.722124801,0.069298169,0.47102243,0.238592892,0.507150112,0.107026084,0.09789015,0.444373938,0.901474455,0.016728519,0.932345467,0.842658786,0.767522755,0.699999202,0.45706122,0.777695981,0.239977261
0.391027658,0.683395874,0.640355971,0.485445976,0.682222051,0.905774475,0.789777184,0.28239061,0.74758978,0.437168624,0.523576233,0.726475023,0.010871535,0.397015528,0.438120367,0.529314433,0.705422888,0.692033995,0.121679165,0.586958888,0.313030326
0.33896221,0.158544731,0.226369638,0.774280719,0.221976341,0.313413038,0.471021392,0.058739252,0.527816454,0.764024499,0.191581262,0.190275321,0.446298334,0.282318698,0.340970813,0.262363229,0.08066246,0.084232826,0.292593899,0.224216277,0.21157487
0.783069601,0.409229694,0.31690218,0.234352069,0.562469051,0.172255418,0.072046762,0.898407665,0.216306935,0.046251916,0.045361017,0.151903221,0.395363084,0.07103366,0.399378522,0.405818053,0.558195691,0.307047537,0.900523501,0.498425138,0.072859164
0.641947995,0.794633194,0.665666057,0.806670542,0.432271014,0.459515577,0.369607001,0.76211325,0.430728225,0.640178767,0.518278421,0.25848406,0.622749558,0.629553604,0.705704472,0.483973406,0.537239978,0.681423687,0.608903968,0.391670471,0.68136707
0.876539596,0.557094324,0.328983215,0.966023043,0.92326205,0.893822169,0.012156521,0.816676329,0.015473787,0.722172786,0.616853385,0.206430578,0.828514648,0.992077509,0.735923023,0.689157421,0.878704673,0.484568987,0.152700244,0.927775931,0.956249129
0.163599944,0.215709404,0.147045285,0.595438536,0.05653889,0.534031693,0.901674919,0.207474464,0.881963934,0.021178839,0.040550092,0.809917023,0.179464442,0.478364532,0.050393772,0.103178067,0.072887239,0.219706228,0.175717219,0.077402211,0.019051809
0.368756817,0.980005617,0.721605699,0.301013815,0.92326205,0.256054893,0.688526943,0.370984474,0.876574389,0.313934198,0.45183752,0.881228562,1,0.125452873,0.899669834,0.977529792,0.876246521,0.841818162,0.336778019,0.939115733,0.270216415
0.968111636,0.310647347,0.461462463,0.188146369,0.677296413,0.012143968,0.296887435,0.971735549,0.348669061,0.792416685,0.919447913,0.262459906,0.976495489,0.189469151,0.691754891,0.689184892,0.653936356,0.391195714,0.704970626,0.680899422,0.678709004
0.858921337,0.516789205,0.469182546,0.898622655,0.926769485,0.296113894,0.139120121,0.96697413,0.327772131,0.853263141,0.944991011,0.50939874,0.890043304,0.823929472,0.856287364,0.73162599,0.334680779,0.202625053,0.781412993,0.577604396,0.792568691
0.171566756,0.696213477,0.300256232,0.271753357,0.242217489,0.597963666,0.759529028,0.423730311,0.659715636,0.311687167,0.698824946,0.72783479,0.754689387,0.380495243,0.623992924,0.68836346,0.338643432,0.667872846,0.518989396,0.521587546,0.936946832
0.366547499,0.286660692,0.561456765,0.318635478,0.289380455,0.714508531,0.681446665,0.341599299,0.576832176,0.346311759,0.338182711,0.27799718,0.314022449,0.515919226,0.276215078,0.25848569,0.343731207,0.727227192,0.362222617,0.544425471,0.084245512
0.810427185,0.242268451,0.379255323,0.071672572,0.508117448,0.001028085,0.709884912,0.727678765,0.515300769,0.920575007,0.84038726,0.631061288,0.785105128,0.259475779,0.975904747,0.976523414,0.623152213,0.494143023,0.853461386,0.6375751,0.635255327
0.682773309,0.794421456,0.592115543,0.259070397,0.890705549,0.290045268,0.160371331,0.930058174,0.435958969,0.68847709,0.603828719,0.328766714,0.871852985,0.153026466,0.957963788,0.993518657,0.986444083,0.527690476,0.858403738,0.951622405,0.81645338
0.089825739,0.959579837,0.897558138,0.844295836,0.069324418,0.878296024,0.878062114,0.046948197,0.932565375,0.903450196,0.890111444,0.90232902,0.039338578,0.808663778,0.118072379,0.181965285,0.084641117,0.838058818,0.128076737,0.10883597,0.914182223
0.07822366,0.221794116,0.491082437,0.275938907,0.222623057,0.411452909,0.438522784,0.284506913,0.773645594,0.456571149,0.152487346,0.512206945,0.46277264,0.141212667,0.528712135,0.736196225,0.309066219,0.271143705,0.464900495,0.064296956,0.072354989
0.109062999,0.977729755,0.923177562,0.815023418,0.19508217,0.964414256,0.925810148,0.270008257,0.93933791,0.415223544,0.36280116,0.812891516,0.454500211,0.941787724,0.226711341,0.332160467,0.201629407,0.889216679,0.280313713,0.229742425,0.279545008
0.13448805,0.415304916,0.760210822,0.666279662,0.144506571,0.858632152,0.96252774,0.06721132,0.955912973,0.361007428,0.182536915,0.874416093,0.870230112,0.82785499,0.883105267,0.707666822,0.052636347,0.532810539,0.156029011,0.002839443,0.319409415
0.677772705,0.429404178,0.737104752,0.656487039,0.554263405,0.584002941,0.288462683,0.7630194,0.913357705,0.966442778,0.849626279,0.307277627,0.518799484,0.737454299,0.537524333,0.496215848,0.524846098,0.307047537,0.779024502,0.33377904,0.80390975
0.781819053,0.84694646,0.317791039,0.403816683,0.304351411,0.767384759,0.113793972,0.805380351,0.087264513,0.408118915,0.483108651,0.404566919,0.552338811,0.599965108,0.730158329,0.728012789,0.439307905,0.523466195,0.418373752,0.502023574,0.722563853
0.831128508,0.074661842,0.164471602,0.050861987,0.677198166,0.332179348,0.122299072,0.864866694,0.139256235,0.294340032,0.306025261,0.046495833,0.884266421,0.059768799,0.77624439,0.931421725,0.761776129,0.236400056,0.657627227,0.793534633,0.153717515
0.780433314,0.561201317,0.310220887,0.301519552,0.0751087,0.863024627,0.747318679,0.81500218,0.71483698,0.739086996,0.881689886,0.950697773,0.903463553,0.505822408,0.855900871,0.650883567,0.209595761,0.15109198,0.101207576,0.351691216,0.49525619
0.757512153,0.345441174,0.210510553,0.319725294,0.858499532,0.596186104,0.231636983,0.514444614,0.054204957,0.438014872,0.805359597,0.140447725,0.266502549,0.60813972,0.504133,0.511769966,0.919109354,0.473351412,0.661020646,0.839559281,0.65266409
0.007780045,0.868905042,0.812139968,0.226463137,0.012176862,0.084958098,0.468117732,0.018673027,0.781065919,0.917219162,0.668273733,0.260835267,0.715850637,0.20320025,0.778326331,0.281575103,0.21166233,0.643902474,0.303325199,0.067914521,0.906184087
0.831637084,0.354827219,0.043522926,0.0124487,0.362993396,0.04706944,0.016264764,0.76760589,0.054884781,0.387550421,0.523576233,0.174636927,0.388904552,0.096041334,0.198363063,0.143843979,0.120924175,0.11156033,0.749091147,0.123761487,0.690617542
0.606981099,0.852756728,0.547435715,0.502788204,0.688695024,0.797378206,0.908200243,0.04505038,0.484719269,0.008414067,0.028372801,0.870243194,0.318146889,0.958831548,0.147646252,0.059933704,0.623152213,0.698726464,0.167226004,0.654246347,0.016017789
0.005681726,0.332642518,0.058265415,0.984906688,0.311035158,0.701673518,0.948287627,0.018843611,0.975862544,0.201843918,0.104652614,0.930553062,0.702422256,0.917891582,0.210875473,0.143889601,0.154842018,0.108653793,0.029672659,0.071884561,0.163828548
0.617447151,0.863270431,0.611096178,0.560036359,0.541489144,0.668368025,0.568492388,0.463937199,0.635340688,0.283532084,0.447675474,0.988526766,0.55972714,0.581291063,0.423572502,0.451900128,0.867007557,0.609745502,0.230186032,0.881595173,0.593117274
0.035754738,0.871029471,0.979631021,0.994812335,0.083547286,0.949083454,0.945688366,0.041948752,0.95590955,0.04691658,0.057501392,0.488296499,0.956672035,0.995958152,0.992141106,0.971065853,0.000125731,0.914272088,0.343707069,0.040248152,0.07185689
0.502431674,0.683661627,0.572732563,0.689899371,0.011367999,0.956922177,0.703276467,0.738225125,0.557203807,0.224360845,0.438783031,0.733100945,0.041881648,0.816486228,0.035269636,0.132858098,0.02655287,0.712758137,0.920426698,0.227712009,0.654744459
0.956283353,0.113912467,0.032122287,0.781579752,0.193526678,0.2820692,0.10209367,0.927943739,0.028735844,0.176300203,0.145340514,0.083949834,0.476227456,0.20320025,0.605261088,0.7540397,0.090708544,0.024587347,0.811638531,0.136449347,0.235558359
0.06650235,0.594755488,0.820663207,0.638074529,0.980891546,0.8312783,0.79661157,0.117811271,0.826434314,0.730523486,0.887887608,0.723756114,0.732522258,0.762410202,0.618975696,0.757384841,0.908784903,0.818644488,0.272445823,0.975685578,0.65468813
0.019465916,0.823621644,0.955589307,0.810845951,0.529908031,0.738935339,0.131958536,0.033711861,0.390609121,0.273717906,0.225859369,0.490037446,0.743741892,0.815803759,0.889562419,0.487715054,0.501893262,0.814977598,0.050567664,0.44966813,0.187436327
0.549340986,0.564463371,0.762628821,0.305287275,0.743194061,0.19577072,0.471021392,0.666058012,0.559019951,0.726359105,0.830468787,0.103766171,0.981706909,0.205872029,0.470905417,0.451900128,0.375033679,0.801929814,0.879278508,0.527848921,0.847636271
0.677772705,0.453581854,0.470263014,0.777752089,0.43668923,0.348715716,0.337677875,0.805683936,0.58998386,0.310610172,0.324045835,0.456257334,0.167564248,0.436085656,0.276215078,0.175991067,0.426172752,0.553023644,0.732880113,0.407654402,0.575959183
0.827667051,0.878935147,0.804711955,0.879868298,0.811494883,0.765456957,0.04952275,0.79300162,0.000967604,0.109562506,0.082553441,0.341876905,0.743757592,0.929473304,0.740752826,0.60043318,0.757714788,0.814977598,0.055550856,0.737951836,0.016480909
0.677772705,0.673332994,0.928569304,0.434972604,0.319087215,0.423249589,0.556353743,0.506527436,0.863082911,0.966631199,0.737044859,0.619145489,0.314022449,0.488322972,0.379913542,0.155904192,0.292553775,0.710926215,0.405807352,0.126196424,0.736528106
0.404954928,0.810471229,0.683285149,0.820322704,0.08656916,1,0.73172963,0.301367028,0.594202939,0.472496026,0.603822914,0.877735843,0.208670019,0.958831548,0.165570428,0.095974133,0.040666398,0.681282451,0.071275499,0.13565986,0.790661405
0.592183621,0.471841017,0.458170143,0.684164797,0.671249461,0.35578722,0.276097044,0.828086186,0.589618805,0.239313139,0.181109594,0.38832054,0.475163095,0.442964989,0.774228857,0.865150562,0.919825428,0.403016051,0.673827378,0.880714544,0.403535858
0.985625448,0.400212557,0.294019981,0.167486217,0.801950817,0.189912621,0.25175042,0.898407665,0.135383103,0.001878355,0.016122828,0.240578321,0.997927597,0.126555429,0.968798826,0.963942487,0.823242097,0.60261159,0.932753038,0.782693195,0.132795137
0.229887472,0.214208363,0.336577777,0.226463137,0.493182361,0.464435035,0.391444764,0.366768801,0.77585089,0.520819619,0.081535427,0.53365792,0.400881668,0.184270299,0.61452008,0.944328309,0.725457249,0.177921043,0.573304314,0.572175966,0.139739512
0.163599944,0.689703828,0.665666057,0.478743252,0.579119775,0.588264205,0.472640556,0.073510653,0.776487967,0.739086996,0.875115092,0.087264121,0.964151691,0.541967334,0.975904747,0.897677715,0.495975212,0.644718604,0.929883022,0.700756698,0.489704981
0.732310646,0.409229694,0.310254108,0.18505899,0.528899388,0.321268172,0.262133696,0.835214907,0.357799585,0.371006808,0.268798331,0.372176426,0.867735307,0.114549373,0.843986282,0.852912772,0.558195691,0.419308509,0.771200866,0.577606394,0.373142305
0.690569149,0.109478354,0.230597926,0.479393251,0.075315211,0.121484458,0.521505018,0.354141758,0.234876716,0.176294054,0.261721693,0.060672355,0.074037787,0.638373573,0.231984384,0.359855807,0.20352961,0.462450812,0.866016902,0.303990198,0.926143465
0.157330872,0.968394541,0.959650322,0.941991868,0.083588717,0.985995234,0.726046665,0.04505038,0.642853723,0.456571149,0.628981321,0.817657952,0.049589986,0.972435128,0.089073654,0.028887198,0.013617875,0.965364717,0.050567664,0.04386227,0.456363752
0.783429911,0.409229694,0.19342892,0.585175863,0.840015675,0.526605123,0.406071528,0.853693818,0.278594511,0.597399984,0.815163942,0.244985342,0.828653405,0.890145102,0.802118173,0.736196225,0.638951473,0.216059834,0.838908575,0.794035468,0.525105198
0.346847741,0.401440493,0.195359756,0.810857496,0.567043516,0.858632152,0.459295888,0.371029784,0.382942287,0.896510096,0.910267202,0.58830473,0.537144307,0.878369956,0.363579363,0.403657859,0.277554702,0.423631955,0.081198314,0.240706764,0.643279823
0.133185776,0.298624144,0.122033866,0.864682868,0.528899388,0.3942681,0.119767425,0.444883762,0.663881846,0.83123562,0.684181113,0.087264121,0.613628178,0.478364532,0.614178074,0.568848478,0.755724968,0.299605503,0.179895678,0.769670128,0.80039219
0.942881406,0.322546294,0.357989191,0.257517642,0.366074089,0.078217606,0.328885725,0.991236371,0.507251129,0.823894288,0.911821458,0.547986572,0.578545988,0.141145879,0.614075947,0.394106346,0.244841345,0.240479326,0.676666082,0.185981289,0.93168074
0.14460394,0.415894698,0.648582934,0.384942222,0.772579395,0.506855068,0.908200243,0.160533108,0.876574389,0.173271477,0.27082011,0.839462603,0.316105239,0.622195114,0.544719644,0.491908198,0.673169638,0.876942431,0.43090908,0.695778277,0.219566229
0.353008176,0.308543019,0.820663207,0.403316495,0.327278725,0.321277672,0.276097044,0.454463854,0.503366753,0.844016854,0.336787515,0.276510411,0.790469303,0.215637433,0.689768493,0.202156432,0.306357357,0.376886948,0.48901351,0.01035421,0.455584556
0.594459182,0.306485109,0.414174282,0.138368968,0.957495162,0.260581825,0.394717386,0.839842618,0.430728225,0.369596721,0.460915927,0.304356389,0.671604603,0.159996387,0.833794738,0.739705567,0.677548996,0.531943328,0.933124906,0.748627966,0.962067319
0.409235284,0.107041231,0.058265415,0.92479886,0.015369009,0.856474465,0.252745125,0.695892294,0.208755033,0.153248486,0.088583088,0.258334292,0.328682132,0.980344066,0.050393772,0.31708951,0.003599496,0.009667553,0.381139814,0.000277898,0.216295381
0.502514455,0.300178185,0.901462728,0.688758752,0.730571514,0.078217606,0.425545699,0.65023534,0.379143878,0.728544178,0.748775973,0.009624486,0.919353513,0.762410202,0.677512914,0.76358287,0.758227476,0.911042945,0.977005559,0.694111898,0.568003137
0.733278302,0.092756176,0.348225355,0.410036616,0.014236668,0.058155718,0.576583744,0.354121445,0.282372173,0.221012926,0.249823917,0.046495833,0.03303414,0.706100329,0.104834315,0.238763153,0.130987586,0.527690476,0.977005559,0.211715767,0.91858451
0.744874541,0.073328137,0.274827355,0.540134079,0.89228122,0.987924337,0.641697867,0.238525145,0.286882677,0.21198496,0.350232514,0.046495833,0.103316659,0.796040934,0.211697531,0.278344148,0.698120612,0.648466019,0.967577643,0.67357112,0.878654728
0.477249959,0.074661842,0.122290428,0.334771629,0.420266109,0.166740807,0.089303412,0.410568434,0.14982653,0.124868566,0.151181063,0.049602068,0.727217272,0.168991412,0.857831891,0.756150122,0.427306869,0.0346267,0.422688328,0.183462653,0.210054837
0.420171039,0.869270628,0.90355182,0.421221403,0.315042851,0.517335108,0.962427828,0.096716345,0.999954169,0.85748727,0.958223601,0.988526766,0.020884221,0.284456153,0.147194151,0.091869733,0.145269063,0.898027238,0.212651106,0.13565986,0.962067045
0.100169646,0.060483972,0.004849427,0.769882467,0.015369009,0.532994842,9.04E-05,0.113918256,0.015473787,0.050582058,0.02822773,0.117095586,0.008755676,0.645022281,0.0334109,0.00988681,0.020151405,0.001258683,0.191076935,0.047892426,0.077727633
0.538480478,0.972941836,0.886268498,0.769304208,0.016279228,0.948711872,0.946127591,0.697725067,0.951686797,0.923541326,0.893688384,0.931565297,0.140659235,0.695057537,0.385923637,0.464338651,0.154842018,0.81572012,0.911275341,0.313685587,0.958849861
0.324372941,0.903385036,0.969775505,0.990790547,0.189648437,0.906073129,0.990793502,0.342534454,0.983234043,0.088142479,0.072804824,0.897697861,0.214870298,0.986161635,0.155281526,0.227336118,0.314625187,0.982859922,0.358040296,0.311731777,0.152631486
0.654412361,0.520294542,0.604551076,0.489716103,0.500160625,0.196042057,0.428409812,0.748696205,0.527816454,0.542586607,0.549387851,0.433387874,0.61641864,0.270680942,0.844796541,0.707666822,0.657912076,0.58355096,0.548718392,0.831680554,0.67065323
0.391476218,0.794633194,0.905305967,0.936900484,0.487220081,0.982042587,0.757299518,0.470391648,0.806593729,0.72662614,0.732122462,0.949291011,0.38674968,0.94549358,0.205696696,0.391988053,0.498949496,0.856647278,0.255316711,0.601629983,0.79677787
0.405099659,0.999219996,0.310254108,0.719296852,0.320886754,0.894099685,0.94706204,0.095964039,0.513612793,0.370190379,0.740701176,0.980017694,0.331022434,0.986161635,0.28235742,0.403754824,0.212093672,0.802151035,0.117271817,0.28111818,0.782438882
0.572629366,0.834587662,0.724111806,0.506060251,0.518316965,0.34784936,0.556280784,0.717094289,0.654054514,0.584001103,0.592183677,0.630776591,0.306409553,0.363760861,0.591340104,0.402870137,0.548125715,0.797723682,0.399554754,0.485741915,0.758526691
0.80241948,0.742755941,0.804725784,0.268480352,0.675908421,0.707605578,0.560344896,0.687449826,0.449652822,0.957205202,0.973228783,0.106973048,0.281162311,0.45889055,0.553214556,0.707666822,0.606226923,0.893832099,0.967972333,0.660950546,0.968096891
0.958265026,0.608319644,0.522378515,0.32476487,0.581417441,0.473907499,0.714832121,0.796930077,0.738824327,0.564661465,0.523905933,0.422267461,0.830541403,0.333769839,0.6697485,0.291530324,0.564995873,0.445420718,0.673679946,0.449646301,0.990698559
0.203562762,0.56707166,0.592115543,0.301025775,0.339839776,0.647996951,0.62339764,0.26708819,0.654054514,0.604960244,0.732696803,0.707422395,0.743741908,0.250938116,0.693619088,0.792429723,0.649920984,0.484568987,0.544393602,0.751566865,0.676114669
0.217946793,0.847277625,0.715199179,0.695958108,0.688519493,0.668332615,0.845135463,0.253222134,0.843791576,0.459471554,0.38850103,0.866030067,0.814000137,0.584450659,0.881409143,0.803281407,0.759934055,0.701971788,0.156029011,0.736555591,0.455195369
0.956283353,0.274195479,0.234233926,0.894442446,0.621931984,0.439054896,0.316780849,0.843586134,0.085785801,0.487080765,0.270934192,0.343691497,0.867710433,0.435280873,0.488580654,0.60966018,0.637308543,0.142994612,0.670834427,0.611590593,0.232174
0.321273265,0.2786837,0.407188388,0.635438097,0.772579395,0.392346821,0.124754151,0.65023534,0.357353846,0.380008256,0.128588999,0.31526843,0.727217272,0.454830723,0.388864646,0.403657859,0.790448378,0.246704224,0.669725237,0.639785773,0.143867951
0.954373659,0.862935912,0.561456765,0.280748258,0.236892115,0.400520834,0.402306688,0.76503153,0.294599414,0.379895677,0.523312842,0.738788726,0.24916468,0.282787758,0.133104941,0.161821851,0.397182931,0.661175697,0.619309969,0.336727763,0.515625785
0.23534451,0.55391214,0.526170217,0.810857496,0.626099934,0.786310134,0.812814403,0.202246908,0.828145605,0.13433375,0.080971528,0.821338522,0.033041659,0.678355255,0.112912661,0.129831017,0.759934055,0.442347817,0.228021674,0.74767964,0.037709405
0.529749271,0.653362143,0.417171358,0.739837347,0.811494883,0.52323644,0.357310727,0.493725463,0.568903325,0.411385498,0.574064884,0.594883091,0.710686473,0.298057535,0.754292978,0.835965378,0.866018266,0.436037397,0.565041062,0.841981405,0.648767622
0.095902159,0.411457863,0.596755917,0.835921178,0.745237391,0.744786392,0.5360148,0.133654947,0.35620752,0.311048749,0.225987994,0.585859141,0.578492222,0.950022992,0.482330201,0.371820565,0.677548996,0.508848972,0.185605355,0.731744613,0.165234917
0.98558197,0.588645338,0.282408458,0.739781632,0.932196199,0.038908217,0.604621366,0.912132785,0.044869034,0.727054645,0.493123546,0.65409753,0.648771999,0.172506072,0.704739738,0.647643018,0.911231002,0.205398793,0.736364946,0.907400598,0.611336207
0.019465916,0.068858142,0.41298959,0.310788307,0.546049745,0.59675994,0.8039817,0.107918355,0.760084409,0.596589175,0.444668744,0.609794629,0.476227456,0.466594337,0.649246072,0.46373415,0.61642366,0.503758448,0.53969996,0.7516311,0.072859164
0.500535501,0.345441174,0.357980454,0.33127178,0.373831037,0.21666001,0.25175042,0.516564941,0.211661992,0.219059578,0.09789015,0.281025596,0.552636533,0.15936325,0.551431719,0.252388439,0.558245196,0.386273537,0.512523869,0.352558239,0.041693207
0.967971274,0.129036525,0.12475307,0.956623644,0.174109042,0.497471046,0.178769519,0.940664009,0.125905112,0.362256093,0.268798331,0.328692475,0.262435185,0.368568016,0.383074048,0.499136766,0.170659435,0.057488143,0.65699262,0.191748144,0.300544624
0.271198999,0.711011768,0.758282215,0.447346709,0.764783934,0.427441785,0.560355181,0.39249015,0.804617721,0.562680828,0.495177327,0.615300674,0.901474455,0.297584705,0.932983376,0.887793453,0.850718825,0.685699858,0.412348399,0.829295482,0.60660362
0.343028234,0.592857839,0.611096178,0.300871467,0.961664746,0.439054896,0.795860355,0.364991172,0.830134967,0.730125824,0.823175287,0.858436311,0.607663185,0.32022856,0.768322395,0.833747634,0.596529636,0.548203154,0.573304314,0.602093506,0.199718169
0.33896221,0.871216509,0.773838973,0.835921178,0.755733892,0.889951321,0.686990063,0.45405518,0.675004033,0.68860019,0.815166061,0.433387874,0.165256621,0.849532662,0.170022491,0.224922233,0.595804245,0.797986863,0.510523286,0.711564211,0.434015146
0.404954928,0.580600119,0.626803162,0.890773508,0.334012942,0.966409481,0.686990063,0.612124797,0.760679712,0.524846887,0.545222504,0.664696298,0.200379431,0.958831548,0.14653872,0.056579335,0.315117872,0.635584488,0.51903978,0.475643805,0.548129692
